Accession;"ST6512-R1
Absolute abundance (mg protein / g CDW)";"ST6512-R2
Absolute abundance (mg protein / g CDW)";"ST6512-R3
Absolute abundance (mg protein / g CDW)";"OKYL029-R1
Absolute abundance (mg protein / g CDW)";"OKYL029-R2
Absolute abundance (mg protein / g CDW)";"OKYL029-R3
Absolute abundance (mg protein / g CDW)";"JFYL007-R1
Absolute abundance (mg protein / g CDW)";"JFYL007-R2
Absolute abundance (mg protein / g CDW)";"JFYL007-R3
Absolute abundance (mg protein / g CDW)";"JFYL014-R1
Absolute abundance (mg protein / g CDW)";"JFYL014-R2
Absolute abundance (mg protein / g CDW)";"JFYL014-R3
Absolute abundance (mg protein / g CDW)";"JFYL018-R1
Absolute abundance (mg protein / g CDW)-R1";"JFYL018-R2
Absolute abundance (mg protein / g CDW)-R2";"JFYL018-R3
Absolute abundance (mg protein / g CDW)-R3"
Q6C5X4;0.040204975;0.033685379;0.021062589;0.033894423;0.041884103;0.032858095;0.021974188;0.029919547;0.019125744;0.026061532;0.017706316;0.030556589;0.019364534;0.020679219;0.029682981
Q6CFL5;0.073093409;0.059145765;0.05686567;0.090184792;0.067770602;0.058556225;0.106299582;0.090668542;0.093921149;0.090137889;0.112456037;0.159682122;0.062742448;0.08615876;0.087696182
B5RSK2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C604;0.024052706;0.01880763;0.02054162;0.034172714;0.029902394;0.027345719;0.029853703;0.035619566;0.034956938;0.032075363;0.03453323;0.032710495;0.025299679;0.032998505;0.031332199
Q6C8F8;0.008251702;0.007394195;0.006917676;0.008480361;0.008855039;0.008331162;0.011109583;0.012744995;0.011369062;0.010104266;0.014644233;0.011754661;0.009695272;0.011035646;0.012632295
Q6C5N9;0.017526967;0.014842103;0.016286578;0.022080115;0.019820236;0.017472208;0.03203207;0.030076405;0.02464864;0.027019499;0.039700275;0.027352621;0.029316539;0.032842582;0.035528616
Q6C8U7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6CFW0;0.016677302;0.013101513;0.011958583;0.016260781;0.016415866;0.015147818;0.022972325;0.021775314;0.020061632;0.023568344;0.020643394;0.026649191;0.014379604;0.017594254;0.016284293
Q6CDT8;0.029172645;0.025002276;0.020237602;0.03242103;0.024841675;0.025298881;0.037651611;0.038476619;0.039838736;0.044843886;0.041791546;0.049513652;0.025676812;0.037817182;0.037836437
Q6CED0;0.078775512;0.074112646;0.040719775;0.219565606;0.094142838;0.081374668;0.012571735;0.013662621;0.011100287;0.010886113;0.008999758;0.011040052;0.015314916;0.009107154;0.021123149
Q6CA63;0.01200692;0.01030032;0.008053403;0.010155049;0.01156868;0.010791689;0.011663975;0.01433478;0.013599123;0.017476637;0.015816863;0.017510274;0.012460357;0.016556525;0.013837075
Q6C669;0.051370624;0.05062095;0.039213639;0.025528685;0.038059424;0.042090938;0.067802361;0.080314032;0.072785706;0.088525941;0.080327152;0.092985265;0.053794469;0.070293302;0.067746175
Q6C4H4;0.013065271;0.011981744;0.01101448;0.011339574;0.012938265;0.012749232;0.016217532;0.023690287;0.024633208;0.030412667;0.028404238;0.027074162;0.021187247;0.029948383;0.027487674
Q6C2N9;0.005781262;0.007518974;0.012937283;0.265233689;0.032881268;0.011552843;0.045422659;0.045596205;0.02933885;0.03500119;0.057397811;0.028554399;0.071466209;0.043401632;0.066293951
Q6C866;0.025285649;0.017686775;0.01317354;0.024867038;0.021111783;0.024468959;0.024569701;0.031952549;0.026257456;0.051784993;0.027592053;0.03725214;0.024164998;0.031308405;0.047390686
Q6CE15;0.018634031;0.018426172;0.013138911;0.01369985;0.023781742;0.023602478;0.015083908;0.014316773;0.015819433;0.014091773;0.008213318;0.012684937;0.011399105;0.011722593;0.02026032
Q6C6J0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C7Y0;0.029599083;0.031317802;0.026945877;0.025372571;0.032524293;0.033431395;0.051140192;0.055060331;0.060449651;0.05752463;0.062921066;0.071770594;0.039486997;0.054799834;0.044086402
Q6C6Y5;0.026331811;0.026881794;0.017082862;0.013836584;0.030424794;0.025026015;0.015529701;0.013108607;0.012558024;0.007366817;0.003743336;0.006898256;0.012363555;0.011318366;0.021748849
Q6C906;0.094957755;0.085557079;0.08256725;0.030527557;0.059405701;0.068379967;0.058992321;0.068951458;0.080502441;0.087921531;0.072139891;0.087228701;0.03204263;0.055821112;0.032475982
Q6C2X8;0.015560132;0.026564093;0.022750728;0.032831523;0.03569957;0.03143757;0.038084748;0.039588829;0.03784854;0.062551403;0.053085579;0.042674144;0.040174581;0.033266874;0.026464934
Q6C6M3;0.031100463;0.02742737;0.018308411;0.019262655;0.030656314;0.032910535;0.027439732;0.027763957;0.023833261;0.032303325;0.026972652;0.038386905;0.022469188;0.02979028;0.032357878
Q6CD09;0.025997961;0.022002951;0.02098578;0.027417888;0.0458443;0.034570317;0.035189353;0.037433239;0.031350238;0.036285838;0.032483937;0.042430322;0.035139574;0.036341739;0.050339132
Q6CGJ6;0.055039977;0.056914811;0.035939305;0.062908142;0.051771333;0.04614216;0.030674578;0.04269707;0.033995464;0.031552195;0.033440464;0.032225794;0.034797078;0.039866756;0.055643345
Q6CI04;0.001216503;0.001787031;0.003349805;0.013939759;0.007240088;0.004539786;0.010850715;0.009588108;0.006688282;0.006369407;0.010629097;0.007497153;0.007961631;0.008274276;0.01109199
W0TYP1;0.004719832;0.005038875;0.003719896;0.002556399;0.005884659;0.005175344;0.008521947;0.010003619;0.009021465;0.010680426;0.011414971;0.008278835;0.007493081;0.008047234;0.009580671
Q6CI51;0.004994407;0.006314589;0.004401714;0.003310209;0.004604127;0.004908796;0.005176637;0.006770031;0.005401101;0.007140146;0.007162362;0.006125731;0.004838877;0.007612443;0.007671014
Q6CA36;0.034925431;0.036095274;0.029168222;0.064351463;0.02992709;0.032650413;0.066010262;0.064851272;0.073340321;0.081106272;0.093364716;0.098404503;0.051068802;0.074373553;0.066721418
Q6CFY5;0.04323914;0.042089763;0.028213367;0.020845295;0.040763358;0.040047748;0.039519225;0.042489474;0.039706385;0.040403373;0.037503253;0.043751469;0.024140484;0.034722092;0.03849337
Q6CFL4;0.086073575;0.091472555;0.075113663;0.121839897;0.079481701;0.093013689;0.082891941;0.086271629;0.105547545;0.094459483;0.138010965;0.11331372;0.084015503;0.110496515;0.073743336
cont_P02663;0.001821393;0.002182976;0.003019154;0.005038765;0.003334207;0.001869012;0.003276884;0.005685934;0.004214336;0.003209306;0.005145251;0.004607083;0.002748102;0.003565492;0.006772168
Q6C1U1;0.007796853;0.006854073;0.005786951;0.007348833;0.007145396;0.006603248;0.009348415;0.01160624;0.00948314;0.012725181;0.014368254;0.012601394;0.007901788;0.009609236;0.012152504
Q6C2B8;0.013863231;0.013142275;0.007575362;0.003395834;0.006744429;0.009552869;0.014585155;0.016144706;0.021019435;0.015499491;0.0118299;0.016287268;0.011700328;0.022104273;0.014963945
Q6C214;0.009016739;0.008771168;0.007885975;0.008702198;0.012276301;0.011202303;0.010932269;0.009805753;0.008683327;0.010696753;0.006041845;0.011153505;0.006184235;0.008548173;0.008877666
Q6C7T3;0.012459948;0.011026354;0.009451127;0.00947286;0.011500207;0.012006037;0.019964969;0.021994381;0.021247192;0.021579472;0.024608874;0.023767445;0.016780607;0.022578237;0.01928247
Q6C468;0.018735923;0.016761427;0.013785017;0.011232157;0.016613316;0.017610338;0.017660647;0.022734674;0.020936569;0.019740545;0.016890178;0.0184019;0.017712522;0.020281051;0.022760669
Q6C1M1;0.008922265;0.006248807;0.003393036;0.003775151;0.007645503;0.006783152;0.004833877;0.006919832;0.00500094;0.007597977;0.003843609;0.005495141;0.005635062;0.005641642;0.005072384
Q6C084;0.102143624;0.115630989;0.05878156;0.054164918;0.044579971;0.050486733;0.00911801;0.014940518;0.006297632;0.009930643;0.008377873;0.010257567;0.007020197;0.010332194;0.016713576
Q6C7D9;0.019067669;0.017887512;0.015396347;0.01360635;0.018048162;0.018967397;0.017757142;0.02716365;0.022648371;0.028189437;0.022981934;0.024070699;0.020786271;0.021618589;0.021967193
Q6C5W3;0.006728612;0.006198094;0.00342534;0.007122027;0.006684593;0.007094357;0.003663389;0.005134708;0.003000671;0.003334986;0.00176157;0.003053946;0.004065171;0.002870253;0.005910088
Q6C377;0.006576793;0.005656847;0.005120169;0.005890084;0.006361974;0.006436153;0.011211776;0.012238495;0.012385271;0.015592068;0.014425675;0.013344366;0.007577057;0.01086444;0.00888242
Q6C8U0;0.019984069;0.017875611;0.019063375;0.011385801;0.020188107;0.020463433;0.025894975;0.031989229;0.032681438;0.028627743;0.030830828;0.029042935;0.022511086;0.028163643;0.026099875
Q6CCP6;0.020064988;0.018472912;0.015501669;0.010228326;0.01654746;0.018278318;0.017950972;0.024747375;0.021683602;0.024532174;0.0238324;0.02451226;0.018791227;0.022051465;0.021669959
Q6C0G8;0.080446647;0.070257054;0.058312328;0.073944495;0.061931457;0.067140236;0.07384753;0.095252314;0.093033674;0.097069177;0.1039168;0.103134909;0.069199081;0.090438494;0.090163425
Q6C7A5;0.012888988;0.011285133;0.010253145;0.005741786;0.012725184;0.012920568;0.015528861;0.015221504;0.015135279;0.013297077;0.01360327;0.015177804;0.013919725;0.015089772;0.014110912
Q6C1B0;0.013293975;0.014083065;0.013417458;0.017495136;0.013682359;0.015131469;0.029773855;0.024400695;0.027118863;0.0256641;0.032973507;0.030286841;0.019523972;0.023924731;0.02230606
Q6CBU1;0.090690929;0.120860274;0.096474536;0.032931444;0.060840619;0.107784672;0.014192769;0.009457417;0.010776429;0.004451734;0.005864192;0.004980026;0.016708206;0.01193454;0.016510906
Q6C378;0.118768939;0.111427448;0.096572084;0.04711858;0.113610762;0.127905474;0.15375341;0.191054692;0.205172837;0.217178257;0.18391747;0.215910442;0.120847849;0.18187828;0.166521468
Q6CAU1;0.022864029;0.025316472;0.017924335;0.012090478;0.015352841;0.015845782;0.021040853;0.026727925;0.031017297;0.043819236;0.02132812;0.035583589;0.016191971;0.022555939;0.021842433
Q6C382;0.062875653;0.054873537;0.04469423;0.032193993;0.034967491;0.045920822;0.052643147;0.065692661;0.076108574;0.068709007;0.062015551;0.066089665;0.047150421;0.069226923;0.056365337
Q6C5V4;0.005248075;0.003496136;0.003702502;0.044504535;0.005544386;0.004751964;0.004366133;0.005227411;0.004135675;0.004347151;0.005266303;0.004801998;0.004088679;0.003041193;0.00680029
Q6C5W7;0.008961108;0.006798843;0.007150062;0.00961003;0.008156483;0.009574074;0.005775903;0.006922271;0.005766915;0.007702756;0.004386986;0.009021807;0.00574849;0.010269129;0.008410466
Q6C4X9;0.007168974;0.003712634;0.002907572;0.004785577;0.009554309;0.008257411;0.003091194;0.003041036;0.001197964;0.001786299;0.00115044;0.001489245;0.001429201;0.000797239;0.001924352
Q6CAG2;0.019812535;0.017628808;0.010360378;0.006652494;0.01357313;0.013369521;0.008032463;0.010386863;0.01009876;0.011906527;0.007097996;0.009485905;0.008588791;0.0110374;0.012668657
Q6C3Q4;0.008629731;0.006607851;0.00868941;0.006047912;0.010157364;0.010426644;0.021889745;0.022093939;0.023833958;0.024231386;0.027532148;0.023133287;0.013250018;0.018881962;0.017594557
Q6C7X5;0.007119047;0.006111003;0.003335963;0.01621037;0.008640935;0.007098365;0.005530635;0.006621275;0.006288925;0.005908995;0.00647693;0.006756708;0.005396139;0.005668352;0.006555035
Q6C4B4;0.009922447;0.009945961;0.007107691;0.005122153;0.010180942;0.008420732;0.017314185;0.015306541;0.017021175;0.016325383;0.020466532;0.01907884;0.010345941;0.012985504;0.014236421
Q6C3W2;0.003680089;0.009076275;0.003901373;0.005179537;0.005358666;0.004647508;0.004203366;0.005954577;0.004627196;0.009661864;0.002680183;0.006876434;0.005134536;0.006093176;0.006707772
Q6C1L3;0.017526143;0.015020107;0.011623854;0.019225174;0.01505537;0.018064825;0.015455866;0.020286975;0.017282689;0.014929896;0.013561941;0.015674546;0.013257481;0.015079142;0.017715974
Q6C388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C701;0.012263754;0.010334654;0.009993377;0.008260645;0.01134544;0.010955285;0.022241012;0.024508471;0.025297482;0.025804058;0.025264974;0.025909072;0.015928267;0.02230729;0.020459763
Q6C2H7;0.01333809;0.015536895;0.013135327;0.008689385;0.014230645;0.01515471;0.012433203;0.014454638;0.015730297;0.014682072;0.013077848;0.015974025;0.009352732;0.012175322;0.013030921
Q6CAC7;0.012142733;0.012897252;0.009857409;0.008764347;0.01419924;0.013479787;0.02095347;0.019045351;0.019999904;0.02164161;0.022528104;0.024043406;0.013415869;0.019727251;0.017522467
Q6C2I7;0.007555114;0.005508117;0.010834166;0.020550907;0.019693472;0.013136011;0.019239407;0.023559247;0.015994972;0.017995457;0.023340798;0.018292283;0.037575213;0.031649965;0.053043159
Q6CAX5;0.014230091;0.01132419;0.007185583;0.019907653;0.013408442;0.012276126;0.01047172;0.01521041;0.010718291;0.014564332;0.009981663;0.014263048;0.008587316;0.013102706;0.013165016
Q6C383;0.150777474;0.143796088;0.115241937;0.130577513;0.123989891;0.129535124;0.239964771;0.269975238;0.270658311;0.29840614;0.32121514;0.339893649;0.173886176;0.263518225;0.243345559
Q6CDI6;0.059217685;0.041908947;0.041468399;0.046954476;0.049670977;0.045668185;0.060728439;0.084511946;0.083448029;0.06525889;0.060389543;0.051249216;0.052976116;0.067606585;0.063967718
Q6C210;0.005780655;0.0043191;0.004112542;0.005191886;0.005244702;0.004327397;0.006445852;0.008012351;0.007024518;0.00875142;0.006751103;0.00838099;0.005679754;0.007704823;0.005562375
Q6C6I3;0.043398377;0.041907786;0.039869844;0.025464502;0.0433721;0.045554526;0.08558513;0.090172903;0.092526775;0.095965781;0.111676063;0.10805916;0.054976434;0.072716486;0.068952281
Q6CAH6;0.016844346;0.013012061;0.015155949;0.018000204;0.031539876;0.023653074;0.006794336;0.008078452;0.00710918;0.007615089;0.006612661;0.008012388;0.005793182;0.005333622;0.007311545
Q6C7T5;0.012369832;0.011062694;0.008348055;0.022929633;0.012211968;0.012399582;0.009302439;0.012308487;0.010612464;0.009612462;0.014810679;0.010318991;0.013339066;0.011307522;0.012290979
Q6C7C4;0.0146536;0.012847588;0.009120317;0.009487271;0.01195116;0.012515552;0.012216214;0.017510399;0.015737236;0.01721114;0.015007726;0.017841445;0.011571861;0.013903348;0.014727507
Q6C3H9;0.007830275;0.007890762;0.002829537;0.029322664;0.018792566;0.009186913;0.002118474;0.002471194;0.002742882;0.002872049;0.002086274;0.003094172;0.002340758;0.003108245;0.002988871
Q6C533;0.004860025;0.004887952;0.005070439;0.002317593;0.004122126;0.004869716;0.005883793;0.005667521;0.005934015;0.005183086;0.004356949;0.005570212;0.004808397;0.005620115;0.005505124
Q6CEN8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6CFU0;0.002873931;0.002550304;0.003097524;0.001592519;0.002293308;0.002061766;0.006550618;0.006342874;0.004934229;0.005237285;0.0059995;0.006174787;0.003397475;0.006652609;0.004646934
Q6CAE7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C7I5;0.014349919;0.014370386;0.008804193;0.02213256;0.009383078;0.01263184;0.011513207;0.012954101;0.01349552;0.014610199;0.011813244;0.014131043;0.007761634;0.011031872;0.00983843
Q6C7L6;0.008464205;0.008638199;0.007803543;0.006575788;0.007196977;0.009305618;0.013638771;0.014035526;0.01514396;0.014176943;0.018512742;0.015303625;0.009744612;0.013833983;0.011944418
Q6C761;0.019630852;0.017576239;0.013626174;0.02200402;0.015414105;0.016579094;0.013592427;0.01803023;0.016902541;0.017151499;0.017721334;0.018738066;0.013338753;0.014476548;0.014716097
Q6C1Z1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B5FVB1;0.006978636;0.007196738;0.012388327;0.059364358;0.019393337;0.013847038;0.024435317;0.026087946;0.018394812;0.023042876;0.034837835;0.026077259;0.027537713;0.03339181;0.043831927
Q6C677;0.013664132;0.019146303;0.014951964;0.029397801;0.022284727;0.020321296;0.026756338;0.023862073;0.018296246;0.018160635;0.01611314;0.019366813;0.01570579;0.018771351;0.021275252
Q6CC80;0.050501981;0.048489737;0.032503516;0.094018432;0.061237397;0.05659336;0.020877639;0.022788228;0.017274651;0.018654711;0.012754216;0.019481038;0.02341737;0.024073665;0.040366895
B5RSM8;0.032911467;0.021532996;0.010960927;0.032213866;0.047804212;0.029481384;0.030624375;0.03017698;0.022619918;0.020909529;0.024220595;0.026805723;0.02257942;0.015629885;0.027928885
Q6CA89;0.012634496;0.011583868;0.008984826;0.038465747;0.017581459;0.016122105;0.012968585;0.017675709;0.012254796;0.011914382;0.011146501;0.01543117;0.01129104;0.00988882;0.018259788
Q6CFR9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C8L7;0.061454107;0.055914405;0.049554647;0.14626422;0.065291121;0.0677819;0.072252937;0.078175054;0.075050275;0.092008067;0.07486671;0.098022403;0.055540803;0.080805604;0.072176149
Q6CFY9;0.025602126;0.021272212;0.021764924;0.033387496;0.030091373;0.02963898;0.042774553;0.053905051;0.043587565;0.054161703;0.047362284;0.058042998;0.033238584;0.043409685;0.045162676
Q6CHV0;0.02143639;0.017239797;0.011310645;0.013023704;0.022401617;0.019414314;0.013340228;0.017625872;0.014424844;0.012282751;0.012458108;0.012063445;0.0129999;0.010898751;0.018410796
Q6C917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C1J0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C706;0.01493941;0.011675906;0.007430617;0.018983434;0.013702963;0.012314253;0.013511083;0.014300626;0.013493832;0.019027176;0.016990819;0.01772157;0.009684971;0.013004772;0.013735597
Q6C2K1;0.009857903;0.00788469;0.004762694;0.0034169;0.00458162;0.00576671;0.007796779;0.010826799;0.009782939;0.012552989;0.010366329;0.011162067;0.006050696;0.008501053;0.005895797
Q6CG03;0.009998487;0.009451605;0.008990784;0.008848433;0.007613622;0.008679052;0.012719773;0.016803331;0.015453726;0.015623487;0.018092788;0.014901903;0.010963359;0.014225348;0.012748008
Q6CBA7;0.019356905;0.016164295;0.013098292;0.01453054;0.015545675;0.017882208;0.022560088;0.036741622;0.03347624;0.039807744;0.0401604;0.032002219;0.022457657;0.027115921;0.029778064
Q6CE98;0.011479892;0.011080179;0.009084382;0.015009952;0.010427784;0.009641718;0.014856259;0.017051412;0.015246626;0.014181824;0.01564861;0.01549301;0.01101252;0.014917079;0.01376245
Q6CER4;0.003647947;0.003779409;0.003207624;0.002680261;0.002617069;0.002795312;0.003965581;0.00386227;0.005106634;0.004065439;0.005175458;0.005303467;0.003420402;0.003727662;0.003135816
Q6CCR7;0.056567535;0.058045805;0.044924195;0.046108154;0.066306229;0.06471896;0.058788566;0.069816226;0.068509829;0.073388984;0.054668056;0.074740819;0.060169628;0.078189741;0.066887495
Q6C7S7;0.021272707;0.018463111;0.020707869;0.014948674;0.025897372;0.02658045;0.040257207;0.036200387;0.032365805;0.028380761;0.023809957;0.038119923;0.025689437;0.028079928;0.0312846
Q6C264;0.025071367;0.022142161;0.014787929;0.048816337;0.023796113;0.022312555;0.016232078;0.019861996;0.017755241;0.018369801;0.01880995;0.0184649;0.017135394;0.017583943;0.016074277
Q6CHF9;0.005234845;0.003753115;0.016453226;0.014133093;0.021102076;0.019422245;0.022402887;0.031988242;0.022590769;0.021806592;0.024131076;0.029957454;0.013990249;0.017941396;0.022488042
Q6C5C8;0.053454338;0.052136177;0.038305695;0.096740968;0.066572319;0.059343356;0.037124894;0.04826422;0.037012746;0.035082152;0.035773414;0.034169593;0.035406005;0.037361131;0.052796637
Q6C2P1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6CE05;0.006412829;0.005854755;0.004555651;0.005458904;0.004176919;0.00560746;0.006319556;0.00709217;0.006000271;0.007097505;0.007179526;0.006069837;0.003431441;0.006314557;0.005895106
Q6C4M3;0.007675745;0.00979382;0.005661368;0.005294625;0.007524449;0.008702229;0.010894144;0.011546819;0.011277354;0.014744687;0.012881986;0.015491999;0.007975753;0.012067263;0.010327326
Q6CC81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C1C3;0.024305419;0.022753705;0.023430986;0.022085665;0.024250587;0.025699869;0.063302579;0.076121346;0.06570238;0.068457817;0.091855355;0.060088476;0.044325337;0.045342827;0.054559118
Q6C5S5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C8N0;0.004109975;0.003216236;0.003463744;0.002095204;0.003138732;0.004160619;0.004403313;0.004724309;0.003998743;0.005065234;0.002761627;0.005384721;0.004921601;0.004352872;0.005460061
Q6CHF3;0.021692313;0.019413459;0.020979727;0.04194157;0.022323056;0.022257443;0.016732591;0.019394268;0.019895791;0.0306399;0.028332476;0.030720524;0.014759038;0.023587104;0.020554211
Q6C9S4;0.044457595;0.04656299;0.037892214;0.031372455;0.036719484;0.038350539;0.082383157;0.078758517;0.087933711;0.091990758;0.105630407;0.104694111;0.056855727;0.077317343;0.064864201
Q6CBR2;0.006562479;0.006113308;0.004578763;0.004117015;0.006347389;0.005860669;0.011936681;0.010598786;0.009678532;0.008850701;0.011625343;0.010345333;0.007000555;0.00903197;0.009419895
Q6CI78;0.003700585;0.00364048;0.010386406;0.038577406;0.024506922;0.011689277;0.021766468;0.019104859;0.011702619;0.010162336;0.016362272;0.012549365;0.017280664;0.014761872;0.023643091
Q6CDW9;0.018867745;0.014009356;0.019472253;0.098783786;0.03742739;0.02541271;0.03919453;0.042292334;0.038866197;0.033516269;0.049743678;0.033542392;0.044413067;0.041083212;0.045978022
Q6C720;0.002990875;0.001860534;0.004111475;0.010614819;0.007687067;0.005044657;0.014701631;0.014279657;0.009778197;0.010238669;0.021574627;0.011612905;0.014318712;0.013853862;0.016101418
Q6C5V3;0.029430304;0.021967699;0.014481235;0.06130894;0.014971813;0.019512027;0.014720773;0.026012755;0.020910393;0.020400417;0.019756681;0.02771385;0.014297818;0.024059101;0.020247355
Q6C180;0.010647209;0.009033264;0.005263067;0.00649115;0.007201735;0.006939942;0.00415114;0.005193432;0.004435823;0.0050098;0.003592247;0.005445491;0.004900685;0.005623517;0.00508293
Q6CIA0;0.007726279;0.007508629;0.006374088;0.009421926;0.007105615;0.00855267;0.008463289;0.009850042;0.006779053;0.007426851;0.007315257;0.007928963;0.005915861;0.007917753;0.007297484
Q6C1Y0;0.009458597;0.007610431;0.00530273;0.011233406;0.010144517;0.008539184;0.006664048;0.006130196;0.006947063;0.007392879;0.006806603;0.009256026;0.005123161;0.008847317;0.01010371
Q6CI25;0.027364049;0.021349501;0.021404263;0.022730053;0.021313515;0.023810627;0.032862686;0.037964658;0.037145472;0.036450989;0.025892364;0.037377366;0.025041472;0.035383261;0.034539269
Q6CAH2;0.034052993;0.03407737;0.026267213;0.020751302;0.034595408;0.040170652;0.017179696;0.022509798;0.020357653;0.019955714;0.015222248;0.025474854;0.016256997;0.018879809;0.021646794
Q6C9I1;0.0908948;0.082759241;0.070971558;0.071005439;0.064084583;0.074032997;0.094403362;0.116851195;0.108432584;0.122351751;0.134481643;0.142808176;0.092078137;0.12826232;0.112300987
Q6C762;0.025282612;0.021592312;0.019903494;0.02540273;0.020854973;0.024158792;0.048925879;0.06080374;0.055929702;0.052760129;0.050620426;0.070168521;0.045164136;0.050002471;0.051991318
Q6CCA1;0.038841989;0.023694326;0.028399066;0.012293429;0.008488381;0.006201519;0.047235185;0.049677426;0.060528901;0.083960675;0.139332114;0.086590618;0.168432429;0.266051356;0.209068803
Q6C446;0.035547476;0.040225537;0.025604413;0.052346901;0.031224966;0.035253968;0.024914404;0.028708825;0.024341447;0.025695099;0.032174392;0.025253568;0.034042322;0.033254117;0.024822372
Q6C600;0.011585189;0.009827254;0.008973087;0.006110904;0.010110208;0.009497439;0.021769514;0.023627671;0.022199958;0.020603719;0.025524043;0.024976388;0.017351859;0.021958049;0.020300716
Q6CFL7;0.003711321;0.003018759;0.003001282;0.005701515;0.007983254;0.005375859;0.001807013;0.002376835;0.001609592;0.002421119;0.001685517;0.002289389;0.001770602;0.002288708;0.002486663
Q6C475;0.051768715;0.042366308;0.035955266;0.026051999;0.042439383;0.045185983;0.034815531;0.035099503;0.043357157;0.043266192;0.030961789;0.045005632;0.033751691;0.04863926;0.03962168
Q6C473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C2M4;0.005450297;0.006638137;0.003584787;0.007677855;0.005504273;0.004801881;0.008022853;0.010530798;0.008279978;0.011860968;0.011165077;0.012590988;0.004841245;0.006883293;0.006262469
Q6CFS0;0.059080094;0.0462749;0.049952359;0.048190603;0.055900667;0.050411667;0.078408281;0.065956599;0.069518698;0.070013601;0.080924477;0.09844244;0.0595485;0.083085968;0.078661341
Q6C5A2;0.029728563;0.032817061;0.023621463;0.071247237;0.034102843;0.030658412;0.103958526;0.086741245;0.092351664;0.089885717;0.090011466;0.100734564;0.02976263;0.03870122;0.049242977
Q6C4U0;0.006149748;0.004499915;0.006398268;0.007007491;0.007397924;0.006176052;0.011030129;0.010043581;0.009769757;0.009545442;0.011659671;0.011433212;0.008598087;0.012313121;0.011511822
Q6C5I1;0.010599104;0.009337546;0.007093897;0.004593144;0.010327572;0.01050383;0.008582365;0.010004781;0.010700555;0.011739553;0.011446448;0.013128877;0.008582646;0.009416398;0.011407865
Q6CB14;0.090701448;0.078010181;0.058277603;0.063686736;0.121631774;0.104044358;0.04193002;0.043523096;0.040882648;0.041730382;0.026850133;0.042599787;0.038884662;0.046799879;0.070283059
Q6C274;0.019929566;0.022338381;0.016488142;0.030442803;0.019360123;0.01819055;0.029432172;0.030601261;0.030435033;0.036863962;0.038554464;0.039196147;0.029760731;0.040349277;0.041489242
F2Z643;0.061276046;0.054319903;0.060721248;0.055095471;0.039601263;0.061613991;0.113966782;0.143167153;0.160246838;0.173832197;0.160651482;0.198618898;0.101340793;0.150473297;0.106274121
Q6CED1;0.001736309;0.000834284;0.003568317;0.004099321;0.003843593;0.003623602;0.004345522;0.004743941;0.005107277;0.005126222;0.005107874;0.006169198;0.003754384;0.004026274;0.003041079
Q6CE61;0.025158229;0.015795936;0.016908632;0.013396367;0.021662948;0.019735846;0.018152705;0.020943683;0.019753527;0.022185453;0.021056545;0.033481325;0.013045106;0.015662414;0.015554464
Q6CC74;0.013186206;0.021106802;0.010842194;0.016508274;0.011728491;0.023948629;0.020610342;0.017877612;0.016864631;0.042462715;0.021891568;0.026493698;0.014969984;0.018979816;0.017681629
Q6C8Y1;0.075091345;0.080323615;0.056051069;0.011430197;0.019800631;0.018150981;0.017065399;0.018597052;0.018968798;0.02168961;0.02111357;0.023827293;0.013891458;0.01744742;0.014914243
Q6C3Q7;0.187115362;0.156213696;0.122822094;0.429069199;0.186700226;0.17346632;0.115424208;0.13561983;0.120252175;0.103470677;0.070762309;0.111621562;0.099641608;0.128181102;0.168660245
Q6C3Y6;0.035485469;0.024593061;0.017555072;0.009180041;0.025934273;0.027345825;0.013870883;0.019240894;0.014605286;0.01713203;0.009409238;0.014344569;0.014982095;0.015186059;0.017304181
Q6C943;0.011469134;0.008802541;0.012145365;0.060442338;0.026063345;0.017552469;0.018194717;0.017968108;0.013546879;0.013879633;0.011216456;0.013739221;0.016171524;0.015637884;0.023849823
Q6C3W1;0.0177956;0.014731717;0.013022503;0.027706174;0.01319027;0.015173731;0.031567739;0.032116029;0.031849769;0.022973697;0.027690859;0.028008898;0.019649176;0.024200541;0.020937134
Q6C6N4;0.112065745;0.094873636;0.072054464;0.173009013;0.112284788;0.117180306;0.056701127;0.063904458;0.067323814;0.070076778;0.051353143;0.080847522;0.082170892;0.091235255;0.085693402
